"00000013","C13000","Cherry Pie","Putant volumus reformidans in pri. Per eligendi constituto ei, volutpat vulputate conceptam cu cum, sit no omnium elaboraret. Mea suas delenit voluptaria ne, quo no minim viderer incorrupte, soluta assentior vix cu. Eruditi recteque eu mel.","1.30","0","430_3151480"
"00000014","A14000","Apple Turnover","Vel id sumo assum, possim consequuntur sed at. Ridens intellegat cu eam. Iudico evertitur ea eam, summo nostro eos cu. Ei cum stet liberavisse, persius inermis epicuri ea nec, ex percipitur dissentias cum.","1.40","0","430_3151480"
"00000015","N15000","Napoleon","Sed an agam nominati, eam ubique ornatus ut. Et appareat adipisci vulputate vix, purto appareat instructior eu mel, no commune sapientem salutandi vis. Cum te habeo integre percipit, et mei causae offendit. Cibo adolescens percipitur nec ne, quo congue tacimates efficiantur ad, partem facilisi eum et. Ea quis falli splendide mea, in pro stet dolorum appareat.","1.50","0","430_3151480"
"00000016","C16000","Chocolate Chip Cookies","Vel sonet audire ea, no latine scriptorem definitionem duo. Mel probo porro mazim et, ei fugit molestie eleifend vis, mel cu tantas sensibus salutatus. Sit in solum omittantur, vis cu detraxit antiopam delicata. Pro id modus verterem dissentiet.","1.60","0","326_2841738"
"00000017","C17000","Chocolate Souffle","Quo oratio aperiri officiis te. Vel elit luptatum omittantur no, duo ludus congue in, ex pri meis habeo officiis. No mutat commodo eam, eam elitr consetetur id. Eum eu civibus dignissim torquatos. Has at probo mutat omnes, qui et stet cetero dissentiet. Omnis iisque vulputate pri id, suas mollis constituam pro te.","1.70","0","430_3150132"
"00000018","W18000","Walnut Brownies","Sanctus ocurreret eloquentiam ad qui, ut numquam voluptatum vel. Velit dicant animal per cu, eu mel scripta reprimique, denique vituperata has cu. Ea nostrum voluptaria vis. Elit consul delenit his cu, in has dicunt ullamcorper, nam an ludus scaevola molestiae. Nam no adhuc prompta inimicus, accusam nominavi hendrerit et his.","1.80","0","700_3473780"
"00000019","A19000","Ambrosia Salad","Oblique vivendo legendos an vel. Has ne duis reprehendunt. No gubergren deterruisset nec. Minim assueverit his at. Vel ad everti placerat complectitur, eligendi insolens menandri mel ei, his quod congue at. An deleniti molestie verterem pri, vel eu copiosae antiopam.","1.90","0","167_2835774"
"00000020","P20000","Peach Cobbler","Et consul nostrum copiosae duo, usu cibo regione ad, pro amet posse delenit id. Et qui malis complectitur. Mei impedit pertinacia et. Ei per persius inimicus euripidis, ut alii sint purto eum. Duo eripuit offendit temporibus ad, doming putant offendit qui ei. Vix hinc detracto suavitate an, vis no aliquam facilis.","2.00","0","430_3151480"
"00000021","C21000","Chocolate Eclair","Magna libris id has, solet impetus cu pri. Aliquando assueverit contentiones ius ei, accusata imperdiet vix at, eum labore mediocrem no. Eum viris exerci et. Vix ea quas perfecto assueverit, mei id simul prodesset. Et munere scaevola erroribus quo, sed posse mollis iracundia ea, aeque mucius in mei. In nostrum vulputate usu, an quo solum mucius.","2.10","0","430_3150132"
"00000022","C22000","Chocolate Toaster Tarts","Ut audiam omittam sea, ea suas ferri voluptatibus mel, posse mundi albucius ad per. Unum delenit minimum no mei, at vel animal impetus perfecto. Ex sea nostro expetenda. Prompta consequat voluptaria vel id, tota quando sapientem vim ei, rebum incorrupte et est. Mei odio honestatis id, ut sapientem instructior sed.","2.20","0","95_2542284"
"00000023","C23000","Candied Ginger","Vim mutat aeterno cu, ius at porro minimum salutatus. Ex sonet inermis electram per, mei ne feugiat consulatu concludaturque. Cu euripidis accommodare vis, ut mea exerci vivendo, vix te possit invidunt eleifend. At pri nostrud volumus elaboraret, pro agam insolens consulatu ad, vero omnes salutandi est ut. Pri audiam elaboraret te, at facete luptatum adipiscing pro. Minim errem consulatu cu quo. Ei duo augue dicant consequat, est an case dicam.","2.30","0","700_3473780"
"00000024","S24000","Spice Cake","Noster quaerendum ea nam, consulatu repudiare ea qui. Deleniti erroribus aliquando est in, per an dicta blandit, ubique vulputate temporibus ad sit. Eos unum nobis aperiri id. Minimum platonem argumentum qui in, te eos nonumes cotidieque neglegentur. Justo augue vim ex.","2.40","0","430_3151480"
"00000025","T25000","Tapioca Pudding","An est minimum suscipit assueverit, ex fugit dictas debitis vim. An nam facete iisque admodum. Mea te dolorum recusabo definitiones. Ea aliquip tractatos dissentiet sed. Nec ut molestie voluptua delicatissimi, et invenire hendrerit eos. Ne sit errem graecis expetenda, quo et tempor euismod dissentias, duo te lorem falli.","2.50","0","430_3150132"
"00000026","B26000","Banana Pudding","Usu eu saperet signiferumque necessitatibus. Latine petentium abhorreant an mel. Pro ad esse delenit graecis, sea ne tation oblique repudiare. Odio modus mediocrem in has. Eu has case noluisse invidunt, et iriure inciderint has, pro accusata similique at.","2.60","0","430_3150132"
"00000027","V27000","Vanilla Cream Pie   ","Elitr imperdiet sit ex, congue definitiones nec eu. Ad graece laboramus pertinacia his, et malorum delectus maluisset mei, te vel pertinacia adolescens. Natum fabulas efficiendi id mea. Ex eam iudico appareat, nam insolens argumentum ne, usu ea nostrum interesset. Ex vis placerat postulant, petentium sententiae sed in.","2.70","0","430_3151480"
"00000028","P28000","Peanut Butter Cookies","Et vis graecis delectus, quem impetus iudicabit et nam, sea dicit ullamcorper et. Has rebum facer phaedrum eu, posidonium constituam mel ei. Eu agam exerci voluptua his, nusquam assentior contentiones in qui. Ne nam vide minimum phaedrum, liber aliquid id quo. Pro suas assum primis in, pri fierent recteque et, sit idque scripta ea.","2.80","0","95_2542284"
"00000029","O29000","Oatmeal Raisin Cookies","Solet ignota eos ad, sonet tempor cu vel. In vidisse gloriatur dissentiet has, ut quas aliquando pro. Nonumes voluptua cu eam. Vel ut liber offendit gloriatur, qui vidit solet id, cetero debitis contentiones mel an. An putant mandamus intellegebat nec.","2.90","0","95_2542284"
"00000030","C30000","Chocolate Mousse","Graecis maiorum sed et, cum cu utinam munere quodsi. Homero evertitur mel et, movet semper labores eu pri. Mei bonorum platonem oportere id, vel corpora perfecto ea. Hinc dissentias nec in. Ei nec atomorum percipitur comprehensam. Justo nulla oblique an sea, est soleat legere suavitate ei, dicant pericula ad nec.","3.00","0","430_3150132"
"00000031","B31000","Baklava","Ius te case mutat, dicam euripidis vituperatoribus cu eam, has suscipit mediocrem conceptam ne. Te everti definitionem usu. Vix ceteros facilisis ne, usu eligendi percipit dignissim at. Case theophrastus est ne. Deleniti perfecto quo id. Est te causae labitur feugait, modo adolescens at sit.","3.10","0","700_3473780"
"00000032","C32000","Chocolate Fondue","In qui quidam iriure, ex aliquip principes pri, at cum augue expetenda patrioque. Has duis facete te, duo sint omnis ex. Soluta labitur id eam, utroque inciderint te vel. Mel mazim labitur offendit id. Primis legendos est no, docendi aliquando pri ad, ut fugit facete nusquam mei. Pri iusto viris forensibus cu, nec rebum deseruisse in, facilisi lobortis ne vel.","3.20","0","430_3150132"
"00000033","S33000","Strawberry Shortcake","Ad pri unum erant essent. Elitr tollit corrumpit id sed, justo atomorum pertinacia usu cu. Sed te falli fierent pertinacia, docendi democritum at sit. Sit ex percipit postulant, et vero adolescens vis.","3.30","0","185_2577502"
"00000034","A34000","Apple Pie a la Mode","Omnis voluptaria quo eu, mel ei invenire iudicabit, ut vel solet mnesarchum cotidieque. Eam cu consulatu argumentum, qui ignota dolorum id, debitis epicuri lobortis ad sit. Nam te discere docendi suscipiantur. Mutat dicam contentiones pro eu, eam ut harum aeterno. Mea dicam tantas aliquam ut. An tota suavitate nec, ea vix assum reprimique, pri error suscipit reprehendunt ei.","3.40","0","167_2835774"
"00000035","N35000","Neapolitan Ice Cream","Nam id congue albucius efficiantur, eleifend assueverit sea in. Sumo erroribus in ius, no eos ponderum gloriatur, cetero numquam posidonium ne pro. Te vim tempor temporibus mediocritatem, nec ex phaedrum intellegam. Cu est dicant intellegat pertinacia. Veri audire probatus in vel, his dicat errem timeam cu. Nam facilis facilisis qualisque ne, sed ad diam idque iudicabit. An est tale assum constituto.","3.50","0","185_2577502"
"00000036","C36000","Cinnamon Roll","Possit viderer quo te. Eros ridens oporteat ex pro. Molestiae sententiae ex duo, accumsan pertinacia has in. Cum postulant rationibus no, mel vide inani ad. Duo ei discere commune posidonium. Cum at legimus perfecto eleifend.","3.60","0","185_2577502"
"00000037","G37000","Gingerbread Cookies","Qui rebum movet te, aliquam verterem ei quo, amet noluisse definiebas ex vis. Te ridens eligendi ponderum usu, exerci dictas vix ad. Per congue maluisset no. Mel fabellas detraxit mandamus at.","3.70","0","430_3151480"
"00000038","G38000","Gingerbread Dude","Dicat possim iriure ei mel. Laudem verterem vel te. Per ut invidunt neglegentur, liber invidunt cu sit. Nam modus nostrum delicatissimi ad, putent apeirian electram his cu. An veritus epicurei cum, ei facete sensibus vim.","3.80","0","430_3151480"
"00000039","B39000","Bread Pudding   ","Modus volumus sed an, id ius alienum persequeris. Ex pri malis altera praesent, cu has tantas virtute dignissim. Ex his omnium electram, at quod aliquid laoreet sea. Ea invenire consequat duo. Ex vis prima mentitum. Ius omnes affert te. Ne vel ludus audiam dissentias.","3.90","0","430_3151480"
"00000040","C40000","Coconut Custard Pie","Ullum doctus vix at, prompta apeirian vituperatoribus eu mei. Te adhuc oratio perfecto has, ei option corpora sea, adipisci principes at est. Nam te graeco omnium laboramus, duis impedit scribentur has id. Enim aeque aliquid nec ad, duo eirmod aliquam interesset cu.","4.00","0","430_3151480"
"00000041","C41000","Coconut Macaroon","At augue torquatos signiferumque pro, ipsum definitionem nec id, eu noster lobortis vis. At vel laudem admodum officiis, te nam numquam maluisset. Solum antiopam platonem per at, vidit idque volutpat at pri. Debet oratio tation sit ut, cu discere feugait his, choro utamur vocibus eam an. Torquatos dissentiet ne ius, et doming aliquam vix.","4.10","0","326_2841738"
"00000042","I42000","Ice Cream Cone","Sea sumo omittam torquatos cu, qui et feugait tractatos iracundia. Mea ex porro legere oportere, nominavi percipit qui id, nam minimum voluptaria instructior ut. Detraxit recusabo inimicus in eam, fastidii deseruisse ea duo. Eos alii prima te, cibo epicurei accusamus an nec. In has enim aliquip accommodare, ut scriptorem liberavisse necessitatibus eam, his ei falli iriure disputando. Veri mnesarchum has te, iisque tacimates sit no.","4.20","0","700_3473780"
"00000043","M43000","Mint Chocolate Milk Shake","Essent tractatos ei vel, nam tibique maiestatis an. Petentium reprimique at quo, te qui mentitum philosophia. Ut sea quas libris liberavisse, tantas omittantur vituperatoribus no nec, erat intellegat efficiantur sea et. Eam ne quas dolorem voluptua, ea dicunt eleifend efficiendi est. No sea oratio voluptatum accommodare. Usu ex brute fabulas. Cu vis dico homero deterruisset, oratio percipitur id vel.","4.30","0","700_3473780"
"00000044","P44000","Pecan Pie","At viris doming assueverit vim, rebum graeci omnesque cum cu, ea doctus dissentias nec. Ex eros animal sententiae est, meis volumus mnesarchum mel te. Sed et utroque perfecto, eum in nonumy convenire neglegentur. Inermis omittam ad vix. Eu quo eruditi intellegat efficiendi. Nonumy consequat ne est, qui legere perpetua sadipscing ex, perfecto theophrastus conclusionemque mea eu. Volumus detraxit in mea.","4.40","0","185_2577502"
"00000045","S45000","Smores","Vim quot dolore probatus ne, quo impetus iuvaret in, ei est soleat persius. Fierent singulis accusamus ei mei, omittam honestatis cum ad, has dicant prompta id. Ut mutat libris discere pro, per tale suas ancillae ad, qui omnis postea eu. Vix justo molestie temporibus ne, id nam sumo molestiae deseruisse, illud facete lucilius est ei.","4.50","0","167_2835774"
"00000046","B46000","Black Forest Cake","Ex ius minim invidunt patrioque, utamur disputando theophrastus usu et. Ea sit nobis doming delicata. Ludus inimicus ad nam, nullam accusam te eos. Ex eum saepe salutandi principes, justo vulputate mei te, mei te solet veniam labores. Vix te nobis lucilius, aeterno vocibus vim no, utamur copiosae ei sea. No ius inciderint concludaturque, usu ut nostrud scaevola. Id ius quod audire, no sit nulla noster praesent, wisi torquatos voluptaria eam id.","4.60","0","167_2835774"
"00000047","F47000","Fruit Cake","Audiam dissentias pri no. Vel oratio nominati evertitur an, est ad case debet disputando. Ut eum liber dolores. Exerci tempor delectus ea vim, odio purto assueverit eos ut, at quo denique lucilius. Eam id diam nostrud inciderint, his id quaeque probatus deterruisset. Elit virtute an vim, patrioque sententiae scriptorem an pri.","4.70","0","326_2841738"
"00000048","P48000","Pumpkin Nut Bread","Per altera sanctus eu. Patrioque forensibus nec ex, te sit abhorreant deseruisse. Ut pro eius accusamus definitionem, enim necessitatibus ut has. Pro et enim ullum laoreet. Duo ea salutatus concludaturque, eu veri justo affert nam. Pro purto tractatos id, eu vix latine neglegentur.","4.80","0","430_3150132"
"00000049","P49000","Pumpkin Pie","Cum assum splendide vituperatoribus ne, pri eros veritus denique cu. Cum meliore fuisset ad, cum ei vitae labore nusquam. Te movet vitae usu, vix ei possim vocent euripidis. Ea utroque disputando concludaturque eum, alia ancillae adolescens eos cu. Et legere appareat suavitate qui, dolore explicari mel at.","4.90","0","700_3473780"
"00000050","P50000","Pumpkin Ice Cream","Nec ei elitr accusam torquatos. Eu eos dicit pertinacia. Eu quando torquatos quo, quod tollit phaedrum te vis. An quo assum iudico, duo probo atomorum et. Est eros partem corrumpit ad, est ei zril choro.","5.00","0","700_3473780"
"00000051","R51000","Rhubarb Crumble","Decore mandamus recteque eos in. In saepe aliquid mea. Cu sed labitur facilisi. Eu maiorum tibique mei, percipit persecuti incorrupte ea usu. Te sumo meis scriptorem usu. Duis deterruisset his in, augue intellegat sadipscing mei te.","5.10","0","430_3151480"
"00000052","C52000","Carrot Cake","Saepe recteque te per, sit id dicat maluisset. An sint quando tincidunt nam, mei in ferri aliquando. An diam meis aliquando mea, eu quo brute illud elitr. Vix in quot possit forensibus. Vix primis constituam ad, est possim accusata ut, nulla atomorum indoctum ea nec.","5.20","0","167_2835774"
"00000053","I53000","Ice Cream Cake","Eam et vitae diceret. Tota summo eruditi ea eam. Ut hendrerit constituto repudiandae eos, his noster timeam singulis in, audire bonorum appetere at vel. Ius paulo praesent ad, duo at graecis accusam.","5.30","0","700_3473780"
"00000054","B54000","Baked Alaska","Cu fierent sadipscing eos, ferri liberavisse et eos. Vide malis ei eum, at his alia posse omittantur, at his legere eruditi. Omnesque laboramus sententiae ad sea, ut zril solet consectetuer quo. Vitae feugiat ut usu, cum eu sanctus maiestatis voluptaria, pri id graeci facete adipisci. Sit ei dicam audiam feugiat, eum denique definiebas consequuntur in.","5.40","0","430_3150132"
"00000055","I55000","Ice Cream Sandwich","Voluptaria philosophia ut pri, errem possim cu mea. Eam id fugit admodum. Per eu sonet nostro luptatum, an eum doming causae complectitur. Ad his constituam signiferumque, ei sed ridens graecis indoctum, mei doming copiosae ex. Qui ne audiam integre neglegentur, decore nonumy atomorum et sit.","5.50","0","326_2841738"
"00000056","H56000","Hot Fudge Sundae","Ridens integre delicatissimi nec cu. Nec id graece aliquid. Elitr lucilius senserit ad cum, ferri reprimique dissentias in vel. Ne natum omnis omnesque eos, in essent numquam ancillae eam, te sale dicam quo.","5.60","0","430_3151480"
"00000057","P57000","Pecan Praline Ice Cream","Nam ornatus accusata similique ut, quo ignota dolores cu. Offendit invidunt sit ut, has ne quot decore. Usu ad sumo illud luptatum, dicat nostrud urbanitas pro te. Mel epicuri aliquando ei, audiam scripserit vis id. Veri simul et sit. Affert salutatus id cum, idque labore equidem ei mei.","5.70","0","95_2542284"
"00000058","B58000","Banana Split","Veri intellegebat pro ne, solet dictas duo ea. Eam id assum epicurei moderatius, ferri graeco delenit an vis. Ius iisque vidisse blandit ut, unum detracto eos ad. Patrioque iracundia sententiae mei et, omnis veritus fabellas et mea.","5.80","0","167_2835774"
"00000059","B59000","Boston Cream Pie","Impetus habemus torquatos quo ea, mei cu option consequat. Rationibus voluptatum ea mea, etiam patrioque ad usu, sea ei autem detracto recusabo. Enim delenit eam ea, mel ei electram postulant. Eam an liber ubique.","5.90","0","430_3151480"
"00000060","B60000","Banana Bread","Ei mei mazim mandamus moderatius, vocent deserunt no mea, eros sapientem disputationi ea nec. Magna voluptua posidonium eu sit, has amet invenire consequuntur ut, ea quidam cotidieque instructior vel. Eos at augue causae mediocritatem. Natum aperiri sapientem vix ea. Vidit congue nostrud quo an, ad simul euismod ancillae cum.","6.00","0","430_3151480"
"00000061","C61000","Chocolate Layer Cake","Integre signiferumque mediocritatem per an, quot ignota an pro, sea tollit mediocrem at. Regione eruditi sea te, ei est euismod platonem, fabulas honestatis repudiandae cum id. Nam vocibus mandamus id, mel ea oratio nostro alienum. Mei ex epicuri constituto, duo zril mediocritatem ad, duo utamur numquam scriptorem ex. Harum oblique mea et.","6.10","0","326_2841738"
"00000062","S62000","Shortbread Cookies","Mel inani consequat ex, consequat reformidans referrentur ut mei, eu dolorum scaevola eos. Ei mea dicat dolorem volutpat, in regione oportere per. Ferri atomorum incorrupte in vim, id elit summo sit, vim sumo partiendo posidonium ea. Ne eius dicunt vocent cum, no quodsi prompta pericula his, cu animal ceteros per. Sit cu movet bonorum, ponderum concludaturque sea at. Id inani populo inciderint sit, paulo mucius definiebas id sit.","6.20","0","185_2577502"
"00000063","O63000","Oreo Cookies","An everti oblique qui, dolor tibique insolens nam ut. An porro albucius gloriatur his. Cum ex zril elaboraret. Sit ei labitur propriae liberavisse, an est malorum vivendo molestiae, sea ad modo congue detracto.","6.30","0","326_2841738"
"00000064","P64000","Pop Tarts","Eos labore consectetuer et, etiam iriure sed an, quidam aperiri honestatis at eum. Impetus praesent reformidans nam ex. Nonumy laudem per ad, at homero consul necessitatibus mea. Luptatum intellegebat ius id, ne sit ferri placerat dignissim.","6.40","0","430_3151480"
